,Date,DateFloat,FutureValue
86,2019-04-24 23:09:55.587497,1.556147395587497e+18,258.5657571849928
87,2019-04-25 23:09:55.587497,1.556233795587497e+18,258.6164400740171
88,2019-04-26 23:09:55.587497,1.556320195587497e+18,258.66712296304127
89,2019-04-27 23:09:55.587497,1.556406595587497e+18,258.71780585206557
90,2019-04-28 23:09:55.587497,1.556492995587497e+18,258.76848874108975
91,2019-04-29 23:09:55.587497,1.556579395587497e+18,258.81917163011394
92,2019-04-30 23:09:55.587497,1.556665795587497e+18,258.86985451913824
93,2019-05-01 23:09:55.587497,1.556752195587497e+18,258.92053740816243
94,2019-05-02 23:09:55.587497,1.556838595587497e+18,258.97122029718673
95,2019-05-03 23:09:55.587497,1.556924995587497e+18,259.0219031862109
96,2019-05-04 23:09:55.587497,1.557011395587497e+18,259.0725860752352
97,2019-05-05 23:09:55.587497,1.557097795587497e+18,259.1232689642594
98,2019-05-06 23:09:55.587497,1.557184195587497e+18,259.1739518532837
99,2019-05-07 23:09:55.587497,1.557270595587497e+18,259.2246347423079
